Review,Liked
আমি আর কিছু ভাবতে চাই না চলে যাও এইখান থাকে,negative
ভাবতে ভালই লাগে,positive
আমি কিছু ভাবতে চাই না,negative
আমার কিছু ভালই লাগছে না,negative
আমি ভাবতে চাই কিছু জিনিস,positive
আমার ভালই লাগছে না ভয় হচ্ছে,negative
কিছু ভালই লাগছে না চলে যাও এখন,negative
ভালই উন্নতি করছো আশা করি আরো করবে,positive
তুমি এতো কিছু করছো যদি খারাপ কিছু হয়,negative
আমার জন্য তুমি সব করছো,positive
তুমি কোনো উন্নতি করছো না,negative
তুমি সব করছো শুধু আমার জন্য,positive
জীবনে উন্নতি করতে অনেক কিছু করা লাগে,negative
আমার উন্নতি দেখে তোমার এতো খারাপ লাগে কেন,negative
